mode,test id,chunk gap,epochs current,epochs,n_split_server,n_combiner_server,used chunk num,used data length,used data shape,cache time,processing time
0,3,0.005,9,10,1,1,18,4,4,0.097,0.0
0,3,0.005,10,10,1,1,18,4,4,0.097,0.0
0,3,0.006,1,10,1,1,18,4,4,0.11,0.0
0,3,0.006,2,10,1,1,18,4,4,0.112,0.0
0,3,0.006,3,10,1,1,18,4,4,0.113,0.0
0,3,0.006,4,10,1,1,18,4,4,0.113,0.0
0,3,0.006,5,10,1,1,18,4,4,0.115,0.0
0,3,0.006,6,10,1,1,18,4,4,0.122,0.0
0,3,0.006,7,10,1,1,18,4,4,0.114,0.0
0,3,0.006,8,10,1,1,18,4,4,0.112,0.0
0,3,0.006,9,10,1,1,18,4,4,0.112,0.0
0,3,0.006,10,10,1,1,18,4,4,0.11,0.0
0,3,0.007,1,10,1,1,18,4,4,0.125,0.0
0,3,0.007,2,10,1,1,18,4,4,0.129,0.0
0,3,0.007,3,10,1,1,18,4,4,0.128,0.0
0,3,0.007,4,10,1,1,18,4,4,0.128,0.0
0,3,0.007,5,10,1,1,18,4,4,0.128,0.0
0,3,0.007,6,10,1,1,18,4,4,0.126,0.0
0,3,0.007,7,10,1,1,18,4,4,0.127,0.0
0,3,0.007,8,10,1,1,18,4,4,0.128,0.0
0,3,0.007,9,10,1,1,18,4,4,0.127,0.0
0,3,0.007,10,10,1,1,18,4,4,0.126,0.0
0,3,0.008,1,10,1,1,18,4,4,0.162,0.0
0,3,0.008,2,10,1,1,18,4,4,0.141,0.0
0,3,0.008,3,10,1,1,18,4,4,0.144,0.0
0,3,0.008,4,10,1,1,18,4,4,0.144,0.0
0,3,0.008,5,10,1,1,18,4,4,0.142,0.0
0,3,0.008,6,10,1,1,18,4,4,0.144,0.0
0,3,0.008,7,10,1,1,18,4,4,0.15,0.0
0,3,0.008,8,10,1,1,18,4,4,0.154,0.0
0,3,0.008,9,10,1,1,18,4,4,0.143,0.0
0,3,0.008,10,10,1,1,18,4,4,0.144,0.0
0,3,0.009,1,10,1,1,18,4,4,0.167,0.0
0,3,0.009,2,10,1,1,18,4,4,0.164,0.0
0,3,0.009,3,10,1,1,18,4,4,0.163,0.0
0,3,0.009,4,10,1,1,18,4,4,0.19,0.0
0,3,0.009,5,10,1,1,18,4,4,0.165,0.0
0,3,0.009,6,10,1,1,18,4,4,0.168,0.0
0,3,0.009,7,10,1,1,18,4,4,0.165,0.0
0,3,0.009,8,10,1,1,18,4,4,0.168,0.0
0,3,0.009,9,10,1,1,18,4,4,0.166,0.0
0,3,0.009,10,10,1,1,18,4,4,0.166,0.0
0,3,0.01,1,10,1,1,18,4,4,0.185,0.0
0,3,0.01,2,10,1,1,18,4,4,0.184,0.0
0,3,0.01,3,10,1,1,18,4,4,0.186,0.0
0,3,0.01,4,10,1,1,18,4,4,0.191,0.0
0,3,0.01,5,10,1,1,18,4,4,0.187,0.0
0,3,0.01,6,10,1,1,18,4,4,0.187,0.0
0,3,0.01,7,10,1,1,18,4,4,0.188,0.0
0,3,0.01,8,10,1,1,18,4,4,0.187,0.0
0,3,0.01,9,10,1,1,18,4,4,0.187,0.0
0,3,0.01,10,10,1,1,18,4,4,0.186,0.0
